gain,delay,p_mix,phase,phase_code,max_jerk,min_jerk,jerk_span,mean_abs_jerk,final_variance
1.0,2,0.45,RECOVERABLE,1,0.017698,-0.013259,0.030957,0.003855,0.006608
1.02,2,0.45,RECOVERABLE,1,0.018663,-0.014334,0.032997,0.005346,0.010388
1.04,2,0.45,IRRECOVERABLE,3,0.05185,-0.042602,0.094451,0.010776,0.051868
1.06,2,0.45,IRRECOVERABLE,3,0.397501,-0.248945,0.646446,0.044846,0.491549
1.08,2,0.45,IRRECOVERABLE,3,3.899965,-2.174803,6.074768,0.289701,4.765835
1.0,3,0.45,RECOVERABLE,1,0.016481,-0.016488,0.032969,0.005327,0.007046
1.02,3,0.45,RECOVERABLE,1,0.026727,-0.020126,0.046854,0.008224,0.038565
1.04,3,0.45,IRRECOVERABLE,3,0.052609,-0.041012,0.093621,0.016526,0.287979
1.06,3,0.45,IRRECOVERABLE,3,0.197166,-0.125639,0.322806,0.046942,2.373742
1.08,3,0.45,IRRECOVERABLE,3,0.967786,-0.554657,1.522443,0.179999,20.108287
1.0,4,0.45,RECOVERABLE,1,0.018277,-0.015714,0.033991,0.004127,0.01442
1.02,4,0.45,IRRECOVERABLE,3,0.029742,-0.023862,0.053605,0.007734,0.049875
1.04,4,0.45,IRRECOVERABLE,3,0.089756,-0.059441,0.149197,0.019459,0.294778
1.06,4,0.45,IRRECOVERABLE,3,0.414732,-0.26251,0.677242,0.067771,2.334755
1.08,4,0.45,IRRECOVERABLE,3,2.968031,-1.705784,4.673815,0.311447,20.344744
1.0,5,0.45,RECOVERABLE,1,0.014129,-0.01124,0.025369,0.004397,0.01547
1.02,5,0.45,RECOVERABLE,1,0.020455,-0.020667,0.041122,0.007561,0.062476
1.04,5,0.45,IRRECOVERABLE,3,0.078204,-0.063645,0.141849,0.017784,0.42546
1.06,5,0.45,IRRECOVERABLE,3,0.389889,-0.260908,0.650798,0.055244,3.586358
1.08,5,0.45,IRRECOVERABLE,3,2.201013,-1.296838,3.497851,0.212757,31.818515
1.0,6,0.45,RECOVERABLE,1,0.015719,-0.013018,0.028737,0.004876,0.030495
1.02,6,0.45,IRRECOVERABLE,3,0.036764,-0.023476,0.06024,0.00877,0.112936
1.04,6,0.45,IRRECOVERABLE,3,0.154469,-0.077883,0.232352,0.022534,0.630898
1.06,6,0.45,IRRECOVERABLE,3,0.76293,-0.36575,1.12868,0.077626,4.462082
1.08,6,0.45,IRRECOVERABLE,3,4.039243,-2.013305,6.052548,0.339672,34.970885
1.0,7,0.45,RECOVERABLE,1,0.022339,-0.019169,0.041507,0.007175,0.024195
1.02,7,0.45,IRRECOVERABLE,3,0.049891,-0.035834,0.085724,0.013461,0.119871
1.04,7,0.45,IRRECOVERABLE,3,0.245722,-0.116625,0.362348,0.036544,0.832932
1.06,7,0.45,IRRECOVERABLE,3,1.398475,-0.705584,2.104059,0.149879,6.698761
1.08,7,0.45,IRRECOVERABLE,3,10.725723,-5.457909,16.183633,0.802526,56.448067
1.0,8,0.45,RECOVERABLE,1,0.013028,-0.012214,0.025243,0.004797,0.015059
1.02,8,0.45,IRRECOVERABLE,3,0.045254,-0.031463,0.076717,0.009719,0.061183
1.04,8,0.45,IRRECOVERABLE,3,0.182242,-0.109024,0.291265,0.027569,0.513356
1.06,8,0.45,IRRECOVERABLE,3,0.972055,-0.508065,1.48012,0.107709,4.866383
1.08,8,0.45,IRRECOVERABLE,3,7.16894,-3.498941,10.667881,0.541425,45.117394
1.0,9,0.45,RECOVERABLE,1,0.01342,-0.014271,0.027691,0.005196,0.02389
1.02,9,0.45,IRRECOVERABLE,3,0.045251,-0.038282,0.083533,0.009708,0.129542
1.04,9,0.45,IRRECOVERABLE,3,0.261606,-0.174433,0.43604,0.026672,1.003092
1.06,9,0.45,IRRECOVERABLE,3,1.89483,-1.101658,2.996488,0.115652,8.726269
1.08,9,0.45,IRRECOVERABLE,3,14.277093,-7.863917,22.14101,0.657717,77.100045
1.0,10,0.45,RECOVERABLE,1,0.020751,-0.014447,0.035197,0.006151,0.039416
1.02,10,0.45,IRRECOVERABLE,3,0.050484,-0.030579,0.081062,0.01078,0.179162
1.04,10,0.45,IRRECOVERABLE,3,0.203369,-0.105623,0.308992,0.025524,1.256132
1.06,10,0.45,IRRECOVERABLE,3,1.090904,-0.564047,1.654951,0.083254,10.535557
1.08,10,0.45,IRRECOVERABLE,3,6.609321,-3.444985,10.054306,0.36057,92.263123
1.0,0,0.5,RECOVERABLE,1,0.007717,-0.007281,0.014998,0.001975,0.003085
1.02,0,0.5,RECOVERABLE,1,0.007879,-0.00752,0.015399,0.002151,0.003557
1.04,0,0.5,RECOVERABLE,1,0.008038,-0.007733,0.015771,0.00248,0.004633
1.06,0,0.5,RECOVERABLE,1,0.011875,-0.011286,0.023161,0.003234,0.00818
1.08,0,0.5,RECOVERABLE,1,0.021485,-0.021905,0.04339,0.005112,0.024794
1.0,1,0.5,RECOVERABLE,1,0.007717,-0.007281,0.014998,0.001975,0.003085
1.02,1,0.5,RECOVERABLE,1,0.007879,-0.00752,0.015399,0.002151,0.003557
1.04,1,0.5,RECOVERABLE,1,0.008038,-0.007733,0.015771,0.00248,0.004633
1.06,1,0.5,RECOVERABLE,1,0.011875,-0.011286,0.023161,0.003234,0.00818
1.08,1,0.5,RECOVERABLE,1,0.021485,-0.021905,0.04339,0.005112,0.024794
1.0,2,0.5,RECOVERABLE,1,0.017698,-0.013259,0.030957,0.003745,0.005803
1.02,2,0.5,RECOVERABLE,1,0.018663,-0.014334,0.032997,0.004879,0.007492
1.04,2,0.5,RECOVERABLE,1,0.025876,-0.025749,0.051624,0.008339,0.028207
1.06,2,0.5,IRRECOVERABLE,3,0.163163,-0.129967,0.293129,0.028807,0.240059
1.08,2,0.5,IRRECOVERABLE,3,1.548465,-0.817775,2.366239,0.157711,2.162138
1.0,3,0.5,RECOVERABLE,1,0.016481,-0.016488,0.032969,0.005493,0.005938
1.02,3,0.5,RECOVERABLE,1,0.021661,-0.019648,0.041309,0.008838,0.027006
1.04,3,0.5,IRRECOVERABLE,3,0.109011,-0.062342,0.171353,0.020331,0.185184
1.06,3,0.5,IRRECOVERABLE,3,0.885435,-0.48159,1.367025,0.077097,1.488403
1.08,3,0.5,IRRECOVERABLE,3,7.112311,-3.851401,10.963713,0.428745,12.590122
1.0,4,0.5,RECOVERABLE,1,0.01934,-0.016371,0.035712,0.004261,0.015344
1.02,4,0.5,IRRECOVERABLE,3,0.031972,-0.025165,0.057136,0.00802,0.053871
1.04,4,0.5,IRRECOVERABLE,3,0.068508,-0.053085,0.121594,0.020127,0.314102
1.06,4,0.5,IRRECOVERABLE,3,0.43764,-0.279344,0.716984,0.07016,2.421479
1.08,4,0.5,IRRECOVERABLE,3,3.375043,-1.912686,5.287729,0.323537,20.624345
1.0,5,0.5,RECOVERABLE,1,0.014129,-0.01124,0.025369,0.004455,0.013457
1.02,5,0.5,RECOVERABLE,1,0.022389,-0.020992,0.043381,0.007671,0.052728
1.04,5,0.5,IRRECOVERABLE,3,0.086262,-0.066184,0.152446,0.018524,0.355887
1.06,5,0.5,IRRECOVERABLE,3,0.427133,-0.276424,0.703557,0.063714,2.958983
1.08,5,0.5,IRRECOVERABLE,3,2.377622,-1.385882,3.763504,0.270898,25.770362
1.0,6,0.5,RECOVERABLE,1,0.015674,-0.012966,0.028641,0.004871,0.030386
1.02,6,0.5,IRRECOVERABLE,3,0.036496,-0.023371,0.059867,0.00875,0.112257
1.04,6,0.5,IRRECOVERABLE,3,0.153228,-0.0773,0.230528,0.02244,0.626149
1.06,6,0.5,IRRECOVERABLE,3,0.756661,-0.362846,1.119507,0.077183,4.426458
1.08,6,0.5,IRRECOVERABLE,3,4.006489,-1.996221,6.00271,0.337476,34.695627
1.0,7,0.5,RECOVERABLE,1,0.022314,-0.019169,0.041483,0.00743,0.025533
1.02,7,0.5,IRRECOVERABLE,3,0.048695,-0.038926,0.087621,0.013788,0.118426
1.04,7,0.5,IRRECOVERABLE,3,0.191266,-0.121575,0.312841,0.036215,0.789969
1.06,7,0.5,IRRECOVERABLE,3,1.263084,-0.617915,1.880998,0.142778,6.260504
1.08,7,0.5,IRRECOVERABLE,3,9.698171,-4.976839,14.67501,0.738012,52.627787
1.0,8,0.5,RECOVERABLE,1,0.013028,-0.012214,0.025243,0.004793,0.0147
1.02,8,0.5,IRRECOVERABLE,3,0.045254,-0.031463,0.076717,0.009684,0.064158
1.04,8,0.5,IRRECOVERABLE,3,0.182242,-0.109024,0.291265,0.026937,0.541508
1.06,8,0.5,IRRECOVERABLE,3,0.982796,-0.513611,1.496407,0.104449,5.072186
1.08,8,0.5,IRRECOVERABLE,3,7.216824,-3.514408,10.731231,0.52872,46.330797
1.0,9,0.5,RECOVERABLE,1,0.015467,-0.014271,0.029739,0.00536,0.018044
1.02,9,0.5,IRRECOVERABLE,3,0.053902,-0.040431,0.094333,0.010335,0.090269
1.04,9,0.5,IRRECOVERABLE,3,0.306411,-0.192181,0.498592,0.030471,0.687979
1.06,9,0.5,IRRECOVERABLE,3,2.104161,-1.201024,3.305185,0.133216,6.031708
1.08,9,0.5,IRRECOVERABLE,3,15.110927,-8.327161,23.438088,0.742517,53.861163
1.0,10,0.5,RECOVERABLE,1,0.020594,-0.01469,0.035285,0.006264,0.040984
1.02,10,0.5,IRRECOVERABLE,3,0.054537,-0.031088,0.085624,0.011043,0.186599
1.04,10,0.5,IRRECOVERABLE,3,0.217143,-0.113252,0.330395,0.026088,1.300345
1.06,10,0.5,IRRECOVERABLE,3,1.1507,-0.596536,1.747236,0.08528,10.847049
1.08,10,0.5,IRRECOVERABLE,3,6.918122,-3.611594,10.529716,0.370748,94.686832
